rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,text_word_am,text_word_pm,label,event_id
163,Unknown,class:cybotcookiebotdialogbodylevelbuttondescription,preferences,16,162,Unknown,11,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
169,Unknown,class:cybotcookiebotdialogbodylevelbuttondescription,statistics,16,168,Unknown,10,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
175,Unknown,class:cybotcookiebotdialogbodylevelbuttondescription,marketing,16,174,Unknown,9,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
180,A,class:-;-href:#-;-id:cybotcookiebotdialogbodyedgemoredetailslink,show details,8,179,Div,12,0,#,0,0,0,True,False,False,True,2,0.9166667,0.0,0.083333336,False,False,False,False,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,
184,Div,unknown:2-;-class:cybotcookiebotdialogsronly-;-unknown:heading,details,7,182,Div,7,1,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
194,Span,id:cybotcookiebotdialogbodylevelbuttonnecessaryinlinelabel,necessary,16,193,Unknown,9,0,,0,1,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
195,Span,class:cybotcookiebotdialogdetailbulkconsentcount,19,16,193,Unknown,2,1,,0,1,0,False,False,False,True,1,0.0,1.0,0.0,False,False,True,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
200,Div,class:cybotcookiebotdialogdetailbodycontentcookietypeintro,necessary cookies help make a website usable by enabling basic functions like page navigation and access to secure areas of the website. the website cannot function properly without these cookies.,14,191,Div,196,1,,0,0,0,False,False,False,True,30,0.84183675,0.0,0.14795919,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
205,A,unknown:false-;-class:cybotcookiebotdialogdetailbodycontentcookieprovider cybotcookiebotdialogcollapsed-;-href:#-;-unknown:button,cookiebot,18,204,Li,9,0,#,1,1,0,True,False,False,False,1,1.0,0.0,0.0,False,False,False,False,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
206,Div,class:cybotcookiebotdialogdetailbodycontentcookieinfocount cybotcookiebotdialogdetailbulkconsentcount,1,19,205,A,1,0,,0,0,0,False,False,True,True,1,0.0,1.0,0.0,False,False,True,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
207,A,unknown:cookiebot's privacy policy - opens in a new window-;-class:cybotcookiebotdialogdetailbodycontentcookielink-;-href:https://www.cookiebot.com/goto/privacy-policy/-;-unknown:noopener noreferrer nofollow-;-unknown:_blank-;-title:cookiebot's privacy policy,learn more about this provider,18,204,Li,30,1,https://www.cookiebot.com/goto/privacy-policy/,1,1,0,True,True,False,False,5,0.8666667,0.0,0.13333334,False,False,False,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
211,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,cookieconsent,20,210,Div,13,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
212,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,stores the user's cookie consent state for the current domain,20,210,Div,61,1,,0,0,0,False,False,False,True,10,0.8360656,0.0,0.14754099,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
214,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: 1 month,21,213,Div,9,0,,1,1,0,False,False,False,False,3,0.5555556,0.11111111,0.22222222,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
215,Unknown,,maximum storage duration,22,214,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
216,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,213,Div,13,1,,1,1,0,False,False,False,False,3,0.7692308,0.0,0.15384616,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
217,Unknown,,type,22,216,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
219,A,unknown:false-;-class:cybotcookiebotdialogdetailbodycontentcookieprovider cybotcookiebotdialogcollapsed-;-href:#-;-unknown:button,google,18,218,Li,6,0,#,1,1,0,True,False,False,False,1,1.0,0.0,0.0,False,False,False,False,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
220,Div,class:cybotcookiebotdialogdetailbodycontentcookieinfocount cybotcookiebotdialogdetailbulkconsentcount,7,19,219,A,1,0,,0,0,0,False,False,True,True,1,0.0,1.0,0.0,False,False,True,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
221,A,unknown:google's privacy policy - opens in a new window-;-class:cybotcookiebotdialogdetailbodycontentcookielink-;-href:https://business.safety.google/privacy/-;-unknown:noopener noreferrer nofollow-;-unknown:_blank-;-title:google's privacy policy,learn more about this provider,18,218,Li,30,1,https://business.safety.google/privacy/,1,1,0,True,True,False,False,5,0.8666667,0.0,0.13333334,False,False,False,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
224,P,class:cybotcookiebotdialogdetailbodycontentcookieproviderdescription,some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness.,19,223,Div,123,0,,0,0,0,False,False,False,True,18,0.85365856,0.0,0.13821138,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
226,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,test_cookie,20,225,Div,11,0,,0,0,0,False,False,False,True,1,0.90909094,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
227,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,used to check if the user's browser supports cookies.,20,225,Div,53,1,,0,0,0,False,False,False,True,9,0.8113208,0.0,0.1509434,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
229,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: 1 day,21,228,Div,7,0,,1,1,0,False,False,False,False,3,0.42857143,0.14285715,0.2857143,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
230,Unknown,,maximum storage duration,22,229,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
231,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,228,Div,13,1,,1,1,0,False,False,False,False,3,0.7692308,0.0,0.15384616,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
232,Unknown,,type,22,231,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
234,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,_grecaptcha,20,233,Div,11,0,,0,0,0,False,False,False,True,1,0.90909094,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
235,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,"this cookie is used to distinguish between humans and bots. this is beneficial for the website, in order to make valid reports on the use of their website.",20,233,Div,155,1,,0,0,0,False,False,False,True,28,0.8064516,0.0,0.17419355,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
237,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: 180 days,21,236,Div,10,0,,1,1,0,False,False,False,False,3,0.4,0.3,0.2,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
238,Unknown,,maximum storage duration,22,237,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
239,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,236,Div,13,1,,1,1,0,False,False,False,False,3,0.7692308,0.0,0.15384616,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
240,Unknown,,type,22,239,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
242,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,_grecaptcha,20,241,Div,11,0,,0,0,0,False,False,False,True,1,0.90909094,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
243,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,"this cookie is used to distinguish between humans and bots. this is beneficial for the website, in order to make valid reports on the use of their website.",20,241,Div,155,1,,0,0,0,False,False,False,True,28,0.8064516,0.0,0.17419355,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
245,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: persistent,21,244,Div,12,0,,1,1,0,False,False,False,False,2,0.8333333,0.0,0.083333336,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
246,Unknown,,maximum storage duration,22,245,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
247,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: html local storage,21,244,Div,20,1,,1,1,0,False,False,False,False,4,0.8,0.0,0.15,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
248,Unknown,,type,22,247,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
250,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,rc::a,20,249,Div,5,0,,0,0,0,False,False,False,True,1,0.6,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
251,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,"this cookie is used to distinguish between humans and bots. this is beneficial for the website, in order to make valid reports on the use of their website.",20,249,Div,155,1,,0,0,0,False,False,False,True,28,0.8064516,0.0,0.17419355,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
253,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: persistent,21,252,Div,12,0,,1,1,0,False,False,False,False,2,0.8333333,0.0,0.083333336,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
254,Unknown,,maximum storage duration,22,253,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
255,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: html local storage,21,252,Div,20,1,,1,1,0,False,False,False,False,4,0.8,0.0,0.15,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
256,Unknown,,type,22,255,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
258,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,rc::b,20,257,Div,5,0,,0,0,0,False,False,False,True,1,0.6,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
259,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,this cookie is used to distinguish between humans and bots.,20,257,Div,59,1,,0,0,0,False,False,False,True,10,0.8305085,0.0,0.15254237,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
261,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,260,Div,9,0,,1,1,0,False,False,False,False,2,0.7777778,0.0,0.11111111,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
262,Unknown,,maximum storage duration,22,261,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
263,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: html local storage,21,260,Div,20,1,,1,1,0,False,False,False,False,4,0.8,0.0,0.15,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
264,Unknown,,type,22,263,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
266,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,rc::c,20,265,Div,5,0,,0,0,0,False,False,False,True,1,0.6,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
267,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,this cookie is used to distinguish between humans and bots.,20,265,Div,59,1,,0,0,0,False,False,False,True,10,0.8305085,0.0,0.15254237,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
269,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,268,Div,9,0,,1,1,0,False,False,False,False,2,0.7777778,0.0,0.11111111,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
270,Unknown,,maximum storage duration,22,269,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
271,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: html local storage,21,268,Div,20,1,,1,1,0,False,False,False,False,4,0.8,0.0,0.15,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
272,Unknown,,type,22,271,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
274,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,rc::f,20,273,Div,5,0,,0,0,0,False,False,False,True,1,0.6,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
275,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,this cookie is used to distinguish between humans and bots.,20,273,Div,59,1,,0,0,0,False,False,False,True,10,0.8305085,0.0,0.15254237,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
277,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: persistent,21,276,Div,12,0,,1,1,0,False,False,False,False,2,0.8333333,0.0,0.083333336,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
278,Unknown,,maximum storage duration,22,277,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
279,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: html local storage,21,276,Div,20,1,,1,1,0,False,False,False,False,4,0.8,0.0,0.15,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
280,Unknown,,type,22,279,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
282,A,unknown:false-;-class:cybotcookiebotdialogdetailbodycontentcookieprovider cybotcookiebotdialogcollapsed-;-href:#-;-unknown:button,stripe,18,281,Li,6,0,#,1,1,0,True,False,False,False,1,1.0,0.0,0.0,False,False,False,False,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
283,Div,class:cybotcookiebotdialogdetailbodycontentcookieinfocount cybotcookiebotdialogdetailbulkconsentcount,6,19,282,A,1,0,,0,0,0,False,False,True,True,1,0.0,1.0,0.0,False,False,True,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
284,A,unknown:stripe's privacy policy - opens in a new window-;-class:cybotcookiebotdialogdetailbodycontentcookielink-;-href:https://stripe.com/privacy-;-unknown:noopener noreferrer nofollow-;-unknown:_blank-;-title:stripe's privacy policy,learn more about this provider,18,281,Li,30,1,https://stripe.com/privacy,1,1,0,True,True,False,False,5,0.8666667,0.0,0.13333334,False,False,False,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
288,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,__stripe_mid,20,287,Div,12,0,,0,0,0,False,False,False,True,1,0.75,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
289,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,this cookie is necessary for making credit card transactions on the website. the service is provided by stripe.com which allows online transactions without storing any credit card information.,20,287,Div,192,1,,0,0,0,False,False,False,True,28,0.84375,0.0,0.140625,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
291,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: 1 year,21,290,Div,8,0,,1,1,0,False,False,False,False,3,0.5,0.125,0.25,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
292,Unknown,,maximum storage duration,22,291,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
293,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,290,Div,13,1,,1,1,0,False,False,False,False,3,0.7692308,0.0,0.15384616,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
294,Unknown,,type,22,293,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
296,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,__stripe_sid,20,295,Div,12,0,,0,0,0,False,False,False,True,1,0.75,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
297,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,this cookie is necessary for making credit card transactions on the website. the service is provided by stripe.com which allows online transactions without storing any credit card information.,20,295,Div,192,1,,0,0,0,False,False,False,True,28,0.84375,0.0,0.140625,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
299,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: 1 day,21,298,Div,7,0,,1,1,0,False,False,False,False,3,0.42857143,0.14285715,0.2857143,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
300,Unknown,,maximum storage duration,22,299,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
301,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,298,Div,13,1,,1,1,0,False,False,False,False,3,0.7692308,0.0,0.15384616,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
302,Unknown,,type,22,301,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
304,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,m,20,303,Div,1,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
305,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,determines the device used to access the website. this allows the website to be formatted accordingly.,20,303,Div,102,1,,0,0,0,False,False,False,True,16,0.8333333,0.0,0.14705883,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
307,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: 400 days,21,306,Div,10,0,,1,1,0,False,False,False,False,3,0.4,0.3,0.2,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
308,Unknown,,maximum storage duration,22,307,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
309,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: http cookie,21,306,Div,13,1,,1,1,0,False,False,False,False,3,0.7692308,0.0,0.15384616,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
310,Unknown,,type,22,309,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
312,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,_ab,20,311,Div,3,0,,0,0,0,False,False,False,True,1,0.6666667,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
313,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,this cookie is necessary for making credit card transactions on the website. the service is provided by stripe.com which allows online transactions without storing any credit card information.,20,311,Div,192,1,,0,0,0,False,False,False,True,28,0.84375,0.0,0.140625,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
315,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,314,Div,9,0,,1,1,0,False,False,False,False,2,0.7777778,0.0,0.11111111,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
316,Unknown,,maximum storage duration,22,315,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
317,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: html local storage,21,314,Div,20,1,,1,1,0,False,False,False,False,4,0.8,0.0,0.15,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
318,Unknown,,type,22,317,Span,4,0,,0,0,0,False,False,False,True,1,1.0,0.0,0.0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
320,Unknown,class:cybotcookiebotdialogdetailbodycontentcookieinfotitle,_mf,20,319,Div,3,0,,0,0,0,False,False,False,True,1,0.6666667,0.0,0.0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
321,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfodescription,this cookie is necessary for making credit card transactions on the website. the service is provided by stripe.com which allows online transactions without storing any credit card information.,20,319,Div,192,1,,0,0,0,False,False,False,True,28,0.84375,0.0,0.140625,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
323,Span,class:cybotcookiebotdialogdetailbodycontentcookieinfofootercontent,: session,21,322,Div,9,0,,1,1,0,False,False,False,False,2,0.7777778,0.0,0.11111111,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
324,Unknown,,maximum storage duration,22,323,Span,24,0,,0,0,0,False,False,False,True,3,0.9166667,0.0,0.083333336,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
