rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,label,event_id
188,Th,unknown:col,sun,11,187,Tr,3,0,,0,6,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
189,Th,unknown:col,mon,11,187,Tr,3,1,,0,6,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
190,Th,unknown:col,tue,11,187,Tr,3,2,,0,6,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
191,Th,unknown:col,wed,11,187,Tr,3,3,,0,6,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
192,Th,unknown:col,thu,11,187,Tr,3,4,,0,6,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
193,Th,unknown:col,fri,11,187,Tr,3,5,,0,6,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
194,Th,unknown:col,sat,11,187,Tr,3,6,,0,6,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
198,P,class:number,5,12,197,Td,1,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
200,P,class:number,6,12,199,Td,1,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
204,H2,,7,12,203,Td,1,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
207,H4,,psat testing this month,12,206,Td,23,0,,0,0,0,false,false,false,true,4,0.8695652,0.0,0.13043478,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
209,P,class:number,9,12,208,Td,1,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
213,P,class:number,10,12,212,Td,2,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
218,P,class:number,11,12,217,Td,2,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
221,P,class:number,12,12,220,Td,2,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
225,Span,,13,13,224,P,2,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
232,Span,,cosi fairs roadtrip!,14,231,Unknown,20,0,,0,0,0,false,false,false,true,3,0.85,0.0,0.1,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Name,1
234,Unknown,,valencia hs,13,233,P,11,0,,0,0,0,false,false,false,true,2,0.90909094,0.0,0.09090909,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,1
235,Span,,8:30a-10:00a,13,233,P,12,1,,0,0,0,false,false,false,true,1,0.16666667,0.5833333,0.0,false,false,true,false,0,false,false,false,false,false,false,false,false,false,false,false,false,StartEndTime,1
236,P,,11a -12:30p,12,223,Td,11,4,,1,0,0,false,false,false,false,2,0.18181819,0.54545456,0.09090909,false,false,true,false,0,false,false,false,false,false,false,false,false,false,false,false,false,StartEndTime,1
237,Unknown,,el dorado hs,13,236,P,12,0,,0,0,0,false,false,false,true,3,0.8333333,0.0,0.16666667,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,1
240,P,class:number,14,12,239,Td,2,0,,0,1,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
246,Span,,cosi fair,14,245,Unknown,9,0,,0,0,0,false,false,false,true,2,0.8888889,0.0,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Name,2
247,P,,yorba linda hs 8:30a-10:30a,12,239,Td,27,3,,2,1,0,false,false,false,false,4,0.5185185,0.25925925,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,TimeLocation,2
248,Unknown,,esperanza hs +,13,247,P,14,0,,0,0,0,false,false,false,true,3,0.78571427,0.0,0.14285715,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,2
255,P,class:number,15,12,254,Td,2,0,,0,1,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
264,Span,,cosi fair,15,263,Unknown,9,0,,0,0,0,false,false,false,true,2,0.8888889,0.0,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Name,3
266,Span,,+ western and kennedy hs’s 8:30,13,261,P,33,1,,1,1,0,false,false,false,false,6,0.6451613,0.09677419,0.16129032,false,false,false,true,0,false,false,false,false,false,false,false,false,false,false,false,false,TimeLocation,3
267,Unknown,,savanna hs,14,266,Span,10,0,,1,0,0,false,false,false,false,2,0.9,0.0,0.1,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,3
269,Span,,a-10:15a,13,261,P,8,2,,0,1,0,false,false,false,true,1,0.25,0.5,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,EndTime,3
270,P,,: free college fair night at brea olinda hs,12,254,Td,43,3,,1,1,0,false,false,false,false,9,0.7906977,0.0,0.18604651,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
272,Span,,just added,14,271,Unknown,10,0,,0,0,0,false,false,false,true,2,0.9,0.0,0.1,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
274,P,class:number,16,12,273,Td,2,0,,0,1,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
282,Unknown,,countywide ocde college and career discovery fair,16,281,Unknown,49,0,,0,0,0,false,false,false,true,7,0.877551,0.0,0.12244898,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Name,4
283,Span,,sold out,15,280,Unknown,8,1,,0,0,0,false,false,false,true,2,0.875,0.0,0.125,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
284,P,,9a-11:30a m,12,273,Td,11,3,,2,1,0,false,false,false,false,2,0.27272728,0.45454547,0.09090909,false,false,true,false,0,false,false,false,false,false,false,false,false,false,false,false,false,StartEndTime,4
285,Unknown,,laguna hills comm. center,13,284,P,25,0,,0,0,0,false,false,false,true,4,0.84,0.0,0.12,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,4
286,Span,,ultiple orange county schools,13,284,P,29,1,,0,0,0,false,false,false,true,4,0.8965517,0.0,0.10344828,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
288,P,class:number,17,12,287,Td,2,0,,0,1,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
294,Unknown,,cosi,14,293,Span,4,0,,0,1,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Name,5
295,Unknown,,la county fair,14,293,Span,14,1,,0,1,0,false,false,false,true,3,0.85714287,0.0,0.14285715,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Name,5
296,P,,with san dimas hs,12,287,Td,17,3,,4,1,0,false,false,false,false,4,0.8235294,0.0,0.1764706,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,5
297,Unknown,,*,13,296,P,1,0,,1,0,0,false,false,false,false,1,0.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
298,Span,,bonita hs,14,297,Unknown,9,0,,0,0,0,false,false,false,true,2,0.8888889,0.0,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,5
302,Span,,9:30a-11:15a multiple la county high schools *,13,296,P,46,3,,2,0,0,false,false,false,false,7,0.6304348,0.1521739,0.13043478,false,false,true,false,0,false,false,false,false,false,false,false,false,false,false,false,false,StartEndTime,5
303,Span,,note location change,14,302,Span,20,0,,0,0,0,false,false,false,true,3,0.9,0.0,0.1,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,true,Other,
307,Span,,18,13,306,P,2,0,,0,0,0,false,false,false,true,1,0.0,1.0,0.0,false,false,true,true,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
308,P,,"click for our and map *please contact becky directly at outofstatecollegefairs@gmail.com for specific questions. please note: if cosi college fairs must cancel an event due to unforeseen circumstances, your registration fees will be refunded. cosi college fairs is not affiliated with nacac or wacac, whose events be listed for planning purposes only.",8,164,Section,351,6,,6,2,0,false,false,false,false,52,0.82905984,0.0,0.14529915,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
310,Unknown,,here,10,309,A,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
311,Unknown,,event,9,308,P,5,1,,0,1,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
312,Unknown,,hotel,9,308,P,5,2,,0,1,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
315,Em,,may,9,308,P,3,5,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
316,P,class:has-normal-font-size,"-100% refund (minus $25 processing) until 45 days out. your refund request is received on or before , . -50% refund (minus $25 processing) at less than 45 days out. your refund request is received through . -within 14 days or less, no refund is possible, but we will offer a free front-page ad on our website for requests received beginning",8,164,Section,340,7,,11,2,0,false,false,false,false,61,0.7235294,0.04411765,0.1764706,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
317,Unknown,,cancellation policy:,9,316,P,20,0,,0,5,0,false,false,false,true,2,0.9,0.0,0.05,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
319,Unknown,,monday,9,316,P,6,2,,0,5,0,false,false,false,true,1,1.0,0.0,0.0,true,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
320,Unknown,,september 1st,9,316,P,13,3,,0,5,0,false,false,false,true,2,0.84615386,0.07692308,0.07692308,true,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
322,Unknown,,"tuesday, september 2nd",9,316,P,22,5,,0,5,0,false,false,false,true,3,0.8181818,0.045454547,0.09090909,true,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
323,Unknown,,"sunday, september 28th",9,316,P,22,6,,0,5,0,false,false,false,true,3,0.77272725,0.09090909,0.09090909,true,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
325,Unknown,,"monday, september 29th.",9,316,P,23,8,,0,5,0,false,false,false,true,3,0.73913044,0.08695652,0.08695652,true,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
441,P,class:copyright,© 2026 california out-of-state & international college fairs. all rights reseved.,9,440,Td,82,0,,2,0,0,false,false,false,false,11,0.75308645,0.049382716,0.12345679,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
442,A,href:https://outofstatecollegefairs.org/privacy-policy/,privacy policy,10,441,P,14,0,https://outofstatecollegefairs.org/privacy-policy/,0,0,0,true,true,false,true,2,0.9285714,0.0,0.071428575,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
