rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,label,event_id
339,Span,,contact .,17,338,Unknown,9,0,,2,0,0,false,false,false,false,2,0.7777778,0.0,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
340,Unknown,,questions?,18,339,Span,10,0,,1,0,0,false,false,false,false,1,0.9,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
344,Unknown,,stacie vetor,19,343,A,12,0,,0,0,0,false,false,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
350,Unknown,unknown:arbutus slab,nacac national college fairs,18,349,Unknown,28,0,,0,0,0,false,false,false,true,4,0.89285713,0.0,0.10714286,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
356,Unknown,"unknown:arial, helvetica, sans-serif",the national association for college admission counseling (nacac) sanctions in-person and virtual college fairs throughout the u.s. to connect students with hundreds of institutions.,16,355,P,182,0,,0,0,0,false,false,false,true,24,0.8406593,0.0,0.12637363,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
362,Unknown,unknown:arbutus slab,learn,20,361,A,5,0,,0,1,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
363,Unknown,unknown:arbutus slab,more!,20,361,A,5,1,,0,1,0,false,false,false,true,1,0.8,0.0,0.0,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
371,Unknown,unknown:arbutus slab,inacac fairs,17,370,Unknown,12,0,,0,0,0,false,false,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
378,Unknown,"unknown:#231e59-;-unknown:arial, helvetica, sans-serif","one of the benefits of inacac membership is access to the inacac annual college fair schedule. many high schools host college fair events throughout the school year. inacac compiles a list of these events, along with contact information, throughout the school year so our members can be a part of the action!",17,377,Unknown,308,0,,0,0,0,false,false,false,true,52,0.8181818,0.0,0.16558442,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
381,Unknown,"unknown:#231e59-;-unknown:arial, helvetica, sans-serif",the is available and accessible to inacac members. please login to access the calendar under,17,380,Unknown,92,0,,2,0,0,false,false,false,false,15,0.8369565,0.0,0.1521739,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
383,Unknown,,college fair calendar,19,382,A,21,0,,0,0,0,false,false,false,true,3,0.9047619,0.0,0.0952381,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
384,Em,,events.,18,381,Unknown,7,1,,0,0,0,false,false,false,true,1,0.85714287,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
388,Em,,registration for all inacac fairs is coordinated individually by each fair host based on space and availability.,18,387,Unknown,112,0,,0,0,0,false,false,false,true,17,0.84821427,0.0,0.14285715,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
395,Em,,you will need to log in to your inacac account to access the calendar.,19,394,Unknown,70,0,,0,0,0,false,false,false,true,14,0.8,0.0,0.18571429,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
401,Unknown,,not a member?,20,400,Em,13,0,,1,0,0,false,false,false,false,3,0.7692308,0.0,0.15384616,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
402,A,href:/join,join today!,21,401,Unknown,11,0,/join,0,0,0,true,false,false,true,2,0.8181818,0.0,0.09090909,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
417,Unknown,unknown:arbutus slab,indy metro college fair,19,416,Unknown,23,0,,0,0,0,false,false,false,true,4,0.8695652,0.0,0.13043478,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Name,1
424,Unknown,"unknown:arial, helvetica, sans-serif",the indy metro college fair is hosted by the inacac college fair committee. the event offers opportunities for high school students in marion county to meet with college admission representatives from both indiana and out-of-state institutions.,16,423,P,244,0,,0,0,0,false,false,false,true,36,0.84016395,0.0,0.14344262,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
426,Unknown,"unknown:arial, helvetica, sans-serif","registration opens july 24, 2025 for indiana and out-of-state inacac members. please make sure you have to expedite your college fair registration.",16,425,P,147,0,,1,0,0,false,false,false,false,22,0.7823129,0.040816326,0.14285715,true,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
427,A,href:https://connect.inacac.org/portal/membership-;-unknown:_blank,set up your slate inacac membership,17,426,Unknown,35,0,https://connect.inacac.org/portal/membership,0,0,0,true,true,false,true,6,0.85714287,0.0,0.14285715,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
432,Unknown,,"september 10, 2025",19,431,Unknown,18,0,,0,0,0,false,false,false,true,3,0.5,0.33333334,0.11111111,true,false,false,true,0,false,false,false,false,false,false,false,false,false,false,false,false,Date,1
437,Unknown,,iu – indianapolis campus center |,19,436,Unknown,35,0,,0,0,0,false,false,false,true,6,0.7878788,0.0,0.15151516,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,1
440,Unknown,,"indianapolis, in",18,439,Unknown,16,0,,0,0,0,false,false,false,true,2,0.875,0.0,0.0625,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Location,1
446,A,class:stylizedbutton buttonstyle002-;-href:https://connect.inacac.org/register/?id=22a7fe81-0d54-4360-a299-b7bd13565680,register here,20,445,Em,13,0,https://connect.inacac.org/register/?id=22a7fe81-0d54-4360-a299-b7bd13565680,0,0,0,true,true,false,true,2,0.9230769,0.0,0.07692308,false,false,false,false,2,true,false,false,false,false,false,false,false,false,false,false,false,Other,
452,Unknown,"unknown:arial, helvetica, sans-serif",inacac members $125 non members $225 (fee includes strivescan code),20,451,Span,67,0,,4,0,0,false,false,false,false,10,0.7164179,0.08955224,0.13432837,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
453,Unknown,,registration fee:,21,452,Unknown,17,0,,0,0,0,false,false,false,true,2,0.88235295,0.0,0.05882353,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
459,Span,,contact .,17,458,Unknown,9,0,,2,0,0,false,false,false,false,2,0.7777778,0.0,0.11111111,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
460,Unknown,,questions?,18,459,Span,10,0,,1,0,0,false,false,false,false,1,0.9,0.0,0.0,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
464,Unknown,,stacie vetor,19,463,A,12,0,,0,0,0,false,false,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
485,Unknown,,inacac is a chartered affiliate of the national association for college admission counseling,11,484,A,92,0,,0,0,0,false,false,false,true,13,0.8695652,0.0,0.13043478,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
500,Unknown,unknown:#ffe100-;-unknown:josefin sans,connect,16,499,P,7,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
524,A,class:searchboxbutton-;-id:idid_5zhucyl_searchbutton,search,19,522,Span,6,1,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,2,true,true,false,false,false,false,false,false,false,false,false,false,Other,
534,Unknown,unknown:#ffe100-;-unknown:josefin sans,contact,16,533,P,7,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
542,Unknown,,indiana association for college admission counseling,17,541,Unknown,52,0,,1,0,0,false,false,false,false,6,0.90384614,0.0,0.09615385,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
545,Unknown,,185 kings cross court,17,544,Unknown,21,0,,1,0,0,false,false,false,false,4,0.71428573,0.14285715,0.14285715,false,false,true,false,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
548,Unknown,,"noblesville, in 46060",17,547,Unknown,21,0,,1,0,0,false,false,false,false,3,0.61904764,0.23809524,0.0952381,false,false,false,true,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
551,Unknown,,(317) 922-6166,17,550,Unknown,14,0,,0,0,0,false,false,false,true,2,0.0,0.71428573,0.071428575,false,false,false,true,0,false,false,false,false,false,false,false,false,false,false,false,false,Other,
561,Unknown,unknown:#ffe100-;-unknown:josefin sans,join,17,560,P,4,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
571,Unknown,unknown:#ffffff,join inacac,18,570,A,11,0,,0,0,0,false,false,false,true,2,0.90909094,0.0,0.09090909,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
575,Unknown,unknown:#ffffff,premium packages,18,574,A,16,0,,0,0,0,false,false,false,true,2,0.9375,0.0,0.0625,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
579,Unknown,unknown:#ffffff,benefits of membership,18,578,A,22,0,,0,0,0,false,false,false,true,3,0.90909094,0.0,0.09090909,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
588,Unknown,unknown:#ffe100-;-unknown:josefin sans,members,16,587,P,7,0,,0,0,0,false,false,false,true,1,1.0,0.0,0.0,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
596,Unknown,unknown:#ffffff,member login,17,595,Unknown,12,0,,0,0,0,false,false,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
601,Unknown,unknown:#ffffff,member resources,17,600,Unknown,16,0,,0,0,0,false,false,false,true,2,0.9375,0.0,0.0625,false,false,false,false,1,false,false,false,false,false,false,false,false,false,false,false,false,Other,
615,Unknown,unknown:#adadaf-;-unknown:arbutus slab,© indiana association for college admission counseling,16,614,P,55,0,,0,0,0,false,false,false,true,7,0.8703704,0.0,0.11111111,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
619,Span,id:idfooterpoweredbywa,powered by membership software,6,618,Div,30,0,,1,0,0,false,false,false,false,4,0.9,0.0,0.1,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,false,false,Other,
620,A,href:http://www.wildapricot.com-;-unknown:_blank,wild apricot,7,619,Span,12,0,http://www.wildapricot.com,0,0,0,true,true,false,true,2,0.9166667,0.0,0.083333336,false,false,false,false,2,false,false,false,false,false,false,false,false,false,false,false,false,Other,
628,Span,id:idpageshadingwaitmessagetext,please wait...,5,624,Div,14,3,,0,0,0,false,false,false,true,2,0.71428573,0.0,0.071428575,false,false,false,false,1,false,true,false,false,false,false,false,false,false,false,false,false,Other,
658,A,class:lb-download,,4,657,Div,3,0,,0,1,0,false,false,false,true,1,0.0,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
659,A,class:lb-close,,4,657,Div,3,1,,0,1,0,false,false,false,true,1,0.0,0.0,0.0,false,false,false,false,1,true,false,false,false,false,false,false,false,false,false,false,false,Other,
